Designator,Mid X,Mid Y,Rotation,Layer
CON3,91.2435,-139.065,90.0,top
SWD1,150.497762,-88.577821,0.0,top
UART0,150.466026,-101.59067,0.0,top
RESET1,146.05,-73.66,-90.0,top
U1,121.92,-80.01,0.0,top
